neighbourhood,latitude,longitude,price,minimum_nights,number_of_reviews,last_review,availability_365,number_of_reviews_ltm
Vadhana,13.73962,100.56063,2150,1,31,2022-12-20,309,31
Vadhana,13.73958,100.5612,4200,1,18,2022-12-26,287,18
Vadhana,13.73411,100.58457,1514,30,0,,365,0
Ratchathewi,13.75143,100.55613,1613,3,7,2022-12-06,351,7
Huai Khwang,13.769237464119078,100.58092219629518,1774,1,0,,362,0
Phra Khanong,13.69998,100.59637,947,1,6,2022-12-22,170,6
Ratchathewi,13.75143,100.55502,2527,3,8,2022-12-17,357,8
Vadhana,13.74689,100.5573,3137,1,17,2022-12-19,58,17
Samphanthawong,13.74372,100.50747,1886,1,5,2022-12-13,355,5
Khlong Toei,13.7416,100.55297,4666,1,19,2022-12-19,330,19
Bang Kapi,13.75741,100.64109,720,1,0,,352,0
Bang Na,13.6638,100.60627,1824,5,5,2022-12-26,81,5
Wang Thong Lang,13.77727,100.60472,711,2,0,,86,0
Vadhana,13.74241,100.55676,1846,5,4,2022-11-26,166,4
Thon buri,13.7175541,100.4831842,900,15,2,2022-11-20,56,2
Ratchathewi,13.75221,100.53577,3354,28,2,2022-11-28,90,2
Vadhana,13.74079,100.58942,1980,28,0,,304,0
Pra Wet,13.69001,100.70064,1200,1,0,,363,0
Vadhana,13.73899,100.56626,7500,1,0,,173,0
Parthum Wan,13.738032412394729,100.52076681534425,1800,1,1,2022-11-21,340,1
Huai Khwang,13.75601,100.5669,2971,1,9,2022-12-17,355,9
Khlong Toei,13.72389,100.56645,1771,1,7,2022-11-27,360,7
Khlong Toei,13.72385,100.56831,6867,5,1,2022-10-05,85,1
Parthum Wan,13.74037,100.54409,17214,1,0,,233,0
Vadhana,13.72579,100.58567,1586,2,8,2022-12-18,134,8
Vadhana,13.729042,100.5899021,3286,5,1,2022-10-05,1,1
Vadhana,13.710071626469505,100.60202117036133,1300,30,3,2022-10-30,254,3
Khlong Toei,13.7376,100.55541,3000,1,0,,365,0
Vadhana,13.7315931,100.5846804,4237,3,0,,81,0
Suanluang,13.71319,100.62011,890,1,0,,365,0
Pra Wet,13.69378,100.64465,1700,1,0,,57,0
Bang Rak,13.725515136127932,100.52262389672454,1200,1,0,,364,0
Bang Rak,13.72639,100.5229,1402,1,1,2022-11-11,361,1
Chom Thong,13.71581,100.46761,700,28,0,,365,0
Bang Na,13.65862758882925,100.62887436766378,1000,1,2,2022-11-08,360,2
Vadhana,13.74447,100.55754,3771,5,5,2022-11-28,163,5
Huai Khwang,13.7562269,100.5683134,2500,2,13,2022-11-28,341,13
Vadhana,13.74077,100.58913,862,29,1,2022-10-22,317,1
Bang Phlat,13.78572,100.50235,471,30,0,,297,0
Huai Khwang,13.750219776818165,100.58324377256928,800,7,1,2022-10-31,331,1
Vadhana,13.74266,100.55823,1650,20,0,,116,0
Sathon,13.70974,100.5188,1850,1,15,2022-12-13,40,15
Sathon,13.70976,100.52048,1000,1,16,2022-12-07,62,16
Vadhana,13.73488,100.58533,3000,1,0,,365,0
Vadhana,13.74274,100.55334,1500,1,1,2022-11-27,90,1
Bang Kapi,13.7625,100.64782,485,30,0,,365,0
Sathon,13.71478,100.52019,1884,1,2,2022-11-09,362,2
Parthum Wan,13.74122,100.52272,2723,1,1,2022-11-04,352,1
Parthum Wan,13.74274,100.52245,2293,1,4,2022-12-06,359,4
Chatu Chak,13.80829,100.57067,2449,30,1,2022-12-04,131,1
Huai Khwang,13.781941292113006,100.57487435713016,650,1,7,2022-12-23,359,7
Vadhana,13.72421,100.58094,5093,2,10,2022-12-08,144,10
Phasi Charoen,13.7158,100.44711,3000,2,1,2022-12-11,350,1
Din Daeng,13.76819,100.56892,3886,1,0,,361,0
Huai Khwang,13.7595315728158,100.56971526958924,1986,3,5,2022-11-02,187,5
Sathon,13.72129,100.529,2594,4,5,2022-12-21,58,5
Pra Wet,13.72553,100.65573,1743,1,0,,365,0
Ratchathewi,13.7503004,100.5555028,4193,2,1,2022-11-17,347,1
Ratchathewi,13.74921,100.55638,1600,2,0,,358,0
Ratchathewi,13.75079,100.55437,1600,2,1,2022-10-14,359,1
Ratchathewi,13.75153,100.53328,1818,3,0,,317,0
Bang Kapi,13.7625824,100.641784,807,1,8,2022-12-11,312,8
Khlong Toei,13.7168468,100.5847812,2099,1,6,2022-11-16,361,6
Sathon,13.71161,100.52049,1392,1,5,2022-11-23,357,5
Khlong Toei,13.73534,100.55738,9199,1,2,2022-11-07,365,2
Khlong Toei,13.72692,100.57442,1750,14,0,,30,0
Vadhana,13.74292034223891,100.5711342394352,7000,3,4,2022-12-11,247,4
Vadhana,13.7234248,100.5846095,990,1,0,,86,0
Huai Khwang,13.76082,100.58745,4071,5,1,2022-11-03,347,1
Bang Sue,13.819119915551283,100.531409047544,840,2,3,2022-12-02,307,3
Khlong Toei,13.717126231936335,100.58474611490963,1971,1,5,2022-11-20,330,5
Parthum Wan,13.74953,100.52212,1037,1,0,,296,0
Ratchathewi,13.749461258141697,100.55590453350968,1500,1,2,2022-11-28,346,2
Phra Nakhon,13.76091,100.49729,407,1,0,,363,0
Vadhana,13.71039,100.60108,1960,55,0,,358,0
Khlong Toei,13.725982276390662,100.5620292666876,2950,1,0,,360,0
Vadhana,13.72974,100.58868,1500,2,0,,357,0
Vadhana,13.72649,100.5869,1500,15,0,,357,0
Vadhana,13.74015508025972,100.55632478465466,1500,1,0,,148,0
Vadhana,13.72998,100.58866,1650,14,0,,359,0
Vadhana,13.740184530225742,100.556326990402,470,1,3,2022-12-11,365,3
Vadhana,13.73297,100.58539,4857,1,0,,365,0
Vadhana,13.74402,100.55643,786,1,13,2022-12-16,213,13
Suanluang,13.73486,100.64244,890,1,0,,364,0
Sathon,13.7131,100.52058,1500,1,3,2022-12-24,351,3
Huai Khwang,13.75436,100.56743,4579,35,7,2022-12-04,86,7
Vadhana,13.74674,100.55069,1600,14,4,2022-12-12,323,4
Vadhana,13.740165141748456,100.55632838327554,1300,1,0,,365,0
Suanluang,13.7360783,100.6297379,2000,1,0,,365,0
Khlong Toei,13.72202,100.57443,1136,13,1,2022-12-15,32,1
Vadhana,13.72337,100.58201,800,30,0,,184,0
Khlong Toei,13.72712,100.56127,2850,1,1,2022-12-04,302,1
Phra Khanong,13.7015654,100.6032929,1600,1,7,2022-12-24,350,7
Lat Krabang,13.72121,100.7211156,790,1,0,,27,0
Chatu Chak,13.8009257,100.5636713,1450,1,0,,365,0
Din Daeng,13.77008,100.56763,3000,1,0,,360,0
Khlong Toei,13.7107,100.59302,1222,3,2,2022-09-30,39,2
Phra Nakhon,13.76165,100.50242,977,1,2,2022-12-15,354,2
Pra Wet,13.68972985849463,100.64534573068846,650,30,1,2022-10-11,246,1
Bang Kho laen,13.70169,100.51522,1400,28,1,2022-12-02,320,1
Sathon,13.70877,100.51943,1084,1,5,2022-12-10,353,5
Khlong Toei,13.72693,100.56259,1950,1,0,,359,0
Khlong Toei,13.7262,100.56323,3150,1,0,,302,0
Bang Sue,13.81252,100.51959,1000,10,0,,330,0
Din Daeng,13.76288,100.56599,1600,1,5,2022-11-16,359,5
Phra Khanong,13.70015,100.59836,992,2,1,2022-12-27,345,1
Bang Na,13.66108,100.60639,1186,1,3,2022-12-16,361,3
Huai Khwang,13.75447,100.56551,1280,28,0,,347,0
Ratchathewi,13.75394,100.56337,1280,28,1,2022-11-27,347,1
Huai Khwang,13.75462,100.5652,1280,28,1,2022-11-06,347,1
Vadhana,13.74437,100.55559,2713,1,0,,88,0
Huai Khwang,13.75511,100.56522,1280,28,3,2022-12-06,347,3
Huai Khwang,13.75604,100.56527,1280,28,1,2022-10-02,347,1
Din Daeng,13.75573,100.56496,1280,28,0,,347,0
Ratchathewi,13.75133,100.55484,1441,2,0,,357,0
Khlong Toei,13.7089559,100.5985424,1893,1,9,2022-12-14,354,9
Vadhana,13.73009,100.5941,1400,14,0,,340,0
Khlong Toei,13.7236,100.56679,1571,30,0,,316,0
Vadhana,13.745911348366434,100.5714514106512,1290,1,1,2022-09-19,336,1
Khlong Toei,13.7361281,100.5519601,415,1,1,2022-10-12,343,1
Sathon,13.71123,100.52105,1943,1,12,2022-12-13,39,12
Parthum Wan,13.74538,100.52793,1455,1,0,,334,0
Khlong Toei,13.7246,100.57111,1600,20,4,2022-11-23,334,4
Bang Rak,13.72058,100.516,7499,1,0,,89,0
Phra Nakhon,13.75135,100.50079,2489,1,5,2022-12-25,344,5
Bang Rak,13.72052,100.5178,7999,1,0,,89,0
Bang Rak,13.72238,100.51672,17099,1,0,,88,0
Lat Krabang,13.7209,100.73125,957,1,6,2022-12-21,361,6
Vadhana,13.73555,100.56308,8857,1,0,,364,0
Din Daeng,13.75603,100.56493,1280,30,0,,347,0
Huai Khwang,13.75529,100.57413,688,30,0,,8,0
Parthum Wan,13.7482,100.54284,2450,30,0,,332,0
Ratchathewi,13.74922,100.54949,1550,30,0,,365,0
Khlong Toei,13.72165,100.57652,795,30,0,,26,0
Ratchathewi,13.75044,100.54777,1550,30,0,,365,0
Ratchathewi,13.7506,100.54908,1585,30,0,,303,0
Bang Sue,13.8155,100.53288,1420,3,0,,142,0
Chatu Chak,13.79687,100.5662,950,2,4,2022-12-25,357,4
Chatu Chak,13.79847,100.56423,950,2,10,2022-12-14,341,10
Chatu Chak,13.79859,100.56616,950,2,2,2022-12-11,356,2
Vadhana,13.74552,100.55779,1751,5,8,2022-12-13,163,8
Huai Khwang,13.75673,100.56733,2514,3,4,2022-12-07,340,4
Vadhana,13.73435,100.58379,8214,1,0,,365,0
Parthum Wan,13.7457,100.52424,1029,1,1,2022-09-27,354,1
Huai Khwang,13.75762497439226,100.5658029697053,2500,14,0,,358,0
Khlong Toei,13.732312917969994,100.56256372432864,3557,18,3,2022-12-04,333,3
Vadhana,13.73492,100.58502,8214,1,0,,361,0
Dusit,13.79031,100.52508,1300,1,0,,330,0
Rat Burana,13.67766,100.51965,1800,28,1,2022-11-29,321,1
Ratchathewi,13.75052,100.54803,1550,30,0,,365,0
Ratchathewi,13.75035,100.54746,2050,30,0,,358,0
Ratchathewi,13.75069,100.54897,2450,30,0,,365,0
Khlong Toei,13.7168468,100.5847812,2099,1,3,2022-11-26,362,3
Phra Khanong,13.69421,100.60581,1150,30,0,,365,0
Parthum Wan,13.736061664247275,100.55077494849928,3000,28,10,2022-12-10,62,10
Bangkok Noi,13.7677,100.47435,1800,1,0,,360,0
Vadhana,13.73277,100.58361,3000,1,0,,365,0
Khlong San,13.7097699,100.4999767,600,28,0,,364,0
Vadhana,13.74351,100.55886,2029,1,12,2022-12-08,360,12
Khlong San,13.72376,100.50689,1200,7,0,,344,0
Khlong Toei,13.7168468,100.5847812,2003,1,8,2022-12-26,353,8
Suanluang,13.7423,100.61988,2880,1,0,,343,0
Parthum Wan,13.73889,100.5471,1200,60,0,,344,0
Ratchathewi,13.75126,100.55488,1200,28,0,,268,0
Vadhana,13.742,100.55522,4141,4,2,2022-11-01,83,2
Ratchathewi,13.75292,100.54581,2650,30,0,,365,0
Parthum Wan,13.740003977419804,100.54420061333416,4171,2,5,2022-12-25,339,5
Sathon,13.71108,100.52116,1287,1,9,2022-12-03,359,9
Khlong Toei,13.71596,100.58376,2099,1,1,2022-11-09,360,1
Khlong Toei,13.716609,100.584721,1800,2,4,2022-12-16,314,4
Ratchathewi,13.75462,100.56222,1442,7,1,2022-11-30,352,1
Ratchathewi,13.75498,100.56444,1785,7,0,,332,0
Khlong Toei,13.72392,100.56674,1067,30,0,,343,0
Don Mueang,13.9431,100.61366,717,1,0,,364,0
Parthum Wan,13.74584,100.52251,450,2,0,,360,0
Huai Khwang,13.77706,100.57585,752,1,0,,132,0
Din Daeng,13.80007,100.57441,936,30,0,,241,0
Vadhana,13.73521,100.56726,893,13,1,2022-12-13,160,1
Khlong Toei,13.71778,100.58369,2099,1,5,2022-12-15,360,5
Vadhana,13.735,100.5669,779,13,2,2022-11-05,329,2
Parthum Wan,13.7515,100.52147,1414,1,1,2022-10-28,300,1
Parthum Wan,13.7481,100.54229,1964,29,0,,355,0
Ratchathewi,13.7506,100.52557,3767,1,4,2022-12-13,336,4
Khlong Toei,13.7168468,100.5847812,2099,1,3,2022-12-22,362,3
Chatu Chak,13.7987,100.56623,1100,2,5,2022-12-24,345,5
Sathon,13.710687706676394,100.52014860052492,2100,1,6,2022-12-23,346,6
Vadhana,13.71454,100.59315,1309,5,5,2022-11-29,2,5
Bang Kapi,13.746396,100.6062058,914,1,2,2022-12-01,332,2
Bang Bon,13.65047,100.37097,900,1,0,,365,0
Khlong Toei,13.73546,100.55878,1863,1,39,2022-12-23,362,39
Phra Nakhon,13.7625395,100.5015712,1179,1,2,2022-11-24,364,2
Vadhana,13.732832781265904,100.59789763736778,5500,30,0,,334,0
Bang Na,13.6812,100.61512,3714,2,3,2022-12-21,180,3
Phra Nakhon,13.7608289,100.5019989,900,1,3,2022-12-18,358,3
Ratchathewi,13.75179,100.55554,2193,1,2,2022-11-21,78,2
Khlong Toei,13.727394859786385,100.56097094791764,7976,1,2,2022-11-14,172,2
Bueng Kum,13.82558,100.64589,2250,1,2,2022-12-06,304,2
Chatu Chak,13.79846,100.56446,640,3,0,,363,0
Ratchathewi,13.75509,100.56407,1829,7,1,2022-11-19,339,1
Bangkok Noi,13.75406,100.46924,700,3,4,2022-11-17,77,4
Khlong Toei,13.7168468,100.5847812,2099,1,6,2022-12-19,352,6
Ratchathewi,13.757,100.53884,6650,2,9,2022-12-10,315,9
Khlong Toei,13.7356367,100.5577985,2836,1,6,2022-12-22,354,6
Phra Nakhon,13.762219531431654,100.50190340727568,730,1,4,2022-12-21,360,4
Vadhana,13.71362,100.59779,1300,5,5,2022-12-21,330,5
Khlong Toei,13.73621,100.55708,1786,1,11,2022-12-07,351,11
Bang Khen,13.87049,100.60293,650,30,1,2022-12-09,194,1
Khlong Toei,13.73378,100.55889,1863,1,1,2022-09-24,362,1
Vadhana,13.73804,100.59704,12714,1,2,2022-12-12,365,2
Phra Nakhon,13.7601167,100.4983664,1536,1,7,2022-11-30,315,7
Khlong Toei,13.7168468,100.5847812,2099,1,5,2022-12-26,359,5
Vadhana,13.73617,100.59715,6364,1,1,2022-12-18,364,1
Vadhana,13.73572,100.59673,4714,1,2,2022-11-05,365,2
Vadhana,13.73874,100.56748,5250,7,1,2022-09-29,163,1
Vadhana,13.73783,100.59655,6486,1,0,,365,0
Vadhana,13.73997,100.5658,2571,7,2,2022-11-26,150,2
Bang Kho laen,13.6988164,100.500118,2580,1,2,2022-12-16,334,2
Huai Khwang,13.75387,100.56506,1280,28,0,,347,0
Huai Khwang,13.75582,100.56519,1280,28,2,2022-11-23,347,2
Huai Khwang,13.75421,100.5649,1280,30,0,,347,0
Wang Thong Lang,13.77764,100.61356,1490,2,0,,365,0
Vadhana,13.7246941,100.5814761,2166,1,3,2022-11-26,352,3
Khlong Toei,13.71838,100.58113,1500,30,0,,365,0
Vadhana,13.73799,100.57793,5479,1,0,,365,0
Ratchathewi,13.75001,100.55431,1451,2,1,2022-12-07,357,1
Parthum Wan,13.74954,100.52073,1414,1,0,,339,0
Ratchathewi,13.751,100.5547,1441,2,2,2022-12-07,357,2
Vadhana,13.74703,100.55521,5460,1,4,2022-12-20,40,4
Ratchathewi,13.75147,100.55482,1441,2,1,2022-12-07,357,1
Parthum Wan,13.75087,100.5212,1414,1,1,2022-09-28,310,1
Khlong Toei,13.7241,100.56603,2210,2,6,2022-12-23,80,6
Khlong Toei,13.72511,100.56602,4786,2,12,2022-12-19,85,12
Vadhana,13.736,100.58001,6707,1,0,,362,0
Vadhana,13.73807,100.57976,13607,1,0,,365,0
Vadhana,13.73798,100.59736,5836,1,1,2022-10-29,365,1
Vadhana,13.73845,100.56755,6737,3,13,2022-12-17,63,13
Vadhana,13.73849,100.56547,6666,3,8,2022-12-24,69,8
Vadhana,13.73994,100.56552,3168,3,11,2022-12-06,65,11
Vadhana,13.74018,100.56621,3168,3,8,2022-12-19,57,8
Vadhana,13.7394,100.56555,3541,3,5,2022-12-06,65,5
Lat Phrao,13.80452,100.5972,1004,1,0,,365,0
Huai Khwang,13.75472,100.57125,1523,1,4,2022-11-28,84,4
Khlong Toei,13.71048,100.59427,600,1,7,2022-11-17,365,7
Sathon,13.71866,100.53069,1700,4,4,2022-11-28,134,4
Bang Rak,13.7318194,100.5261202,2032,10,3,2022-11-10,140,3
Bang Rak,13.7318194,100.5261202,2046,10,2,2022-11-12,143,2
Bang Rak,13.7318194,100.5261202,2009,10,4,2022-11-02,176,4
Bang Rak,13.7318194,100.5261202,1999,10,2,2022-11-10,176,2
Khlong Toei,13.7348564,100.5579603,1586,1,9,2022-12-11,215,9
Khlong San,13.721512570687198,100.50147257745266,3000,30,0,,83,0
Khlong Toei,13.727410368112562,100.56128711311544,7343,2,4,2022-12-13,344,4
Parthum Wan,13.73896,100.54025,1000,28,0,,347,0
Sathon,13.71812,100.51764,690,1,7,2022-11-27,352,7
Chatu Chak,13.80839,100.57544,1849,2,6,2022-12-23,353,6
Huai Khwang,13.75631,100.56846,1375,15,5,2022-12-23,243,5
Vadhana,13.73646,100.56652,2454,3,2,2022-10-22,127,2
Din Daeng,13.79532,100.56904,2057,2,20,2022-12-23,112,20
Khlong Toei,13.73417,100.564,2243,3,9,2022-12-25,22,9
Bang Khae,13.709938079189625,100.40935140932967,600,28,1,2022-12-06,313,1
Chatu Chak,13.79704940730068,100.55966641160887,680,7,3,2022-11-20,222,3
Sathon,13.72143,100.5463,1180,3,1,2022-12-01,82,1
Khlong Toei,13.73726,100.55424,1000,1,3,2022-11-08,319,3
Bang Na,13.66388,100.65111,1200,7,0,,317,0
Khlong Toei,13.72347,100.56581,2963,21,1,2022-10-24,181,1
Vadhana,13.74021,100.56551,2571,7,1,2022-11-22,153,1
Sathon,13.70987,100.51952,1010,1,8,2022-12-14,44,8
Bang Phlat,13.7892,100.5026,738,15,0,,159,0
Din Daeng,13.784438602887429,100.57251155376434,1199,1,0,,365,0
Khlong Toei,13.73456,100.55678,1863,1,1,2022-11-09,362,1
Ratchathewi,13.75508,100.56413,1685,7,0,,356,0
Ratchathewi,13.74933869168742,100.54359420794393,1450,30,0,,365,0
Phaya Thai,13.79295,100.54592,2914,3,3,2022-12-06,154,3
Ratchathewi,13.749553224041565,100.54389070000003,1450,30,0,,40,0
Khlong Toei,13.73431,100.55702,1586,1,14,2022-12-10,26,14
Pra Wet,13.7143354,100.6909163,650,1,0,,365,0
Huai Khwang,13.777588388276722,100.57432423862303,1813,3,1,2022-10-21,340,1
Huai Khwang,13.75411,100.56889,4786,35,3,2022-11-26,88,3
Huai Khwang,13.752344057767669,100.56788704607422,1100,20,1,2022-11-18,324,1
Ratchathewi,13.75383,100.5622,1485,7,0,,340,0
Vadhana,13.74238,100.55726,1737,5,4,2022-11-17,148,4
Vadhana,13.74418,100.55553,1734,5,5,2022-11-30,168,5
Huai Khwang,13.757117742106836,100.56810006190187,3571,1,5,2022-11-05,363,5
Huai Khwang,13.77577,100.57552,778,1,0,,149,0
Ratchathewi,13.75442,100.56432,1314,7,1,2022-11-04,357,1
Khlong Toei,13.724639758993533,100.56561242675852,1200,1,5,2022-12-23,109,5
Bang Rak,13.72609262693111,100.52706185728312,3261,30,4,2022-11-27,156,4
Khlong Toei,13.71629,100.58568,2099,1,4,2022-12-25,340,4
Vadhana,13.73863,100.56059,2150,1,9,2022-12-18,340,9
Khlong Toei,13.7168468,100.5847812,2099,1,9,2022-12-08,359,9
Vadhana,13.73849,100.56037,2150,1,9,2022-12-21,329,9
Ratchathewi,13.75438,100.56416,1300,28,0,,330,0
Vadhana,13.73966,100.56198,2150,1,16,2022-12-28,317,16
Huai Khwang,13.7562269,100.5683134,1100,20,2,2022-12-08,306,2
Bangkok Noi,13.75353,100.46725,800,3,4,2022-12-05,90,4
Bangkok Noi,13.74709,100.47052,621,2,0,,365,0
Khlong Toei,13.7210004,100.5791511,1500,28,0,,235,0
Huai Khwang,13.756069936482952,100.56815030839846,3857,1,2,2022-11-12,363,2
Vadhana,13.73778,100.55989,2414,1,0,,41,0
Huai Khwang,13.75906,100.57005,2071,1,1,2022-10-04,71,1
Suanluang,13.70821,100.60513,1000,2,5,2022-11-15,333,5
Lak Si,13.88601,100.58755,926,3,1,2022-10-18,365,1
Ratchathewi,13.752,100.53125,1521,1,4,2022-12-04,350,4
Bang Phlat,13.7859572,100.4977561,650,15,1,2022-10-31,305,1
Din Daeng,13.78231,100.57397,729,1,15,2022-12-27,354,15
Huai Khwang,13.75137,100.59054,759,4,3,2022-12-11,174,3
Khlong Toei,13.72209,100.5747,1581,7,4,2022-12-09,241,4
Khlong Toei,13.7237,100.57488,1581,7,20,2022-12-13,241,20
Ratchathewi,13.753996053266922,100.56407164782284,3957,3,4,2022-11-04,345,4
Vadhana,13.74059,100.58233,1524,4,2,2022-09-29,230,2
Vadhana,13.73931,100.58284,1524,4,2,2022-09-30,230,2
Vadhana,13.7387455396311,100.56106841321407,2000,3,1,2022-11-02,329,1
Phra Khanong,13.70148,100.60447,1490,3,3,2022-10-30,158,3
Bang Rak,13.72433,100.52092,739,1,2,2022-12-01,176,2
Phra Nakhon,13.76196,100.50248,971,1,7,2022-11-12,177,7
Phra Nakhon,13.75965,100.50221,650,1,8,2022-12-24,354,8
Yan na wa,13.71037,100.54215,10143,1,1,2022-10-08,357,1
Sathon,13.72121,100.53879,2856,2,2,2022-11-30,359,2
Sathon,13.710604321725077,100.52021297354128,1244,1,4,2022-12-12,353,4
Vadhana,13.742711718650291,100.56234143372956,1457,1,2,2022-11-08,359,2
Sathon,13.710729399140956,100.52021297354128,1144,1,3,2022-12-25,358,3
Vadhana,13.742722140344188,100.56231461163942,500,1,1,2022-12-09,365,1
Sathon,13.72216,100.53919,4624,2,1,2022-11-18,349,1
Bang Sue,13.846454428580245,100.54170303046703,475,7,1,2022-11-20,330,1
Vadhana,13.7287426,100.5919806,1800,7,2,2022-12-17,356,2
Bangkok Noi,13.74515,100.46874,519,2,2,2022-11-22,90,2
Ratchathewi,13.75041,100.53759,1514,1,0,,76,0
Wang Thong Lang,13.790445235304263,100.59501059353352,914,4,3,2022-12-09,148,3
Bangkok Yai,13.73257,100.46633,1200,1,1,2022-11-28,334,1
Khlong Toei,13.70592,100.59957,1497,30,0,,181,0
Khlong Toei,13.72954,100.57055,5108,5,1,2022-11-27,360,1
Phra Nakhon,13.7557929,100.4986667,5175,1,0,,305,0
Phra Nakhon,13.7557929,100.4986667,4485,1,1,2022-11-05,297,1
Phra Nakhon,13.7557929,100.4986667,5175,1,0,,305,0
Phra Nakhon,13.7557929,100.4986667,4485,1,0,,303,0
Huai Khwang,13.7787487,100.5824801,5200,1,9,2022-12-20,82,9
Phra Nakhon,13.754,100.50142,4143,1,0,,362,0
Vadhana,13.713103634440143,100.60001324862242,1000,15,0,,313,0
Lat Krabang,13.72044380459621,100.73362612257657,1090,1,16,2022-12-20,159,16
Khlong San,13.72114,100.50953,1814,28,1,2022-12-01,149,1
Phra Nakhon,13.76191,100.50143,1029,1,6,2022-12-25,354,6
Phra Nakhon,13.75804,100.49624,1104,1,8,2022-12-27,352,8
Vadhana,13.71441,100.60568,1800,7,1,2022-12-01,334,1
Sathon,13.7087,100.51981,2000,1,7,2022-12-07,27,7
Sathon,13.71215,100.52184,1029,1,10,2022-12-24,317,10
Bang Sue,13.82427,100.51808,1000,1,1,2022-12-21,365,1
Khlong Toei,13.72197,100.57771,1704,2,9,2022-12-14,308,9
Khlong Toei,13.72251884352209,100.57695870674588,1594,2,6,2022-12-16,142,6
Bang Na,13.65995865967465,100.61122270522486,550,30,0,,318,0
Khlong Toei,13.715897,100.5748618,1300,1,5,2022-12-03,311,5
Bang Phlat,13.771,100.48776,1300,1,0,,365,0
Chatu Chak,13.8298468,100.5680508,2000,6,0,,365,0
Chatu Chak,13.80717,100.57114,1455,1,11,2022-12-11,305,11
Huai Khwang,13.75584,100.56746,4893,35,1,2022-12-12,359,1
Vadhana,13.730991450349531,100.58892249209596,4810,1,12,2022-12-12,345,12
Din Daeng,13.757861169530026,100.55284469452054,800,1,0,,124,0
Phra Khanong,13.70512,100.608,1190,1,0,,302,0
Suanluang,13.74224,100.60227,1000,2,2,2022-12-12,228,2
Bangkok Noi,13.75976,100.46763,850,1,0,,365,0
Phra Khanong,13.704,100.6042,1229,5,8,2022-12-25,314,8
Phra Khanong,13.704285601576832,100.6018790602684,1453,3,3,2022-12-18,332,3
Phra Nakhon,13.762254049507696,100.5019211769104,1007,1,5,2022-12-18,361,5
Lak Si,13.86396,100.56987,2737,1,0,,308,0
Phra Khanong,13.69963,100.59972,503,3,0,,48,0
Khlong Toei,13.739729359870584,100.55188448652954,1811,1,6,2022-12-24,343,6
Huai Khwang,13.75429,100.56963,4137,35,1,2022-12-09,86,1
Phra Khanong,13.69891,100.59943,679,3,1,2022-11-07,59,1
Din Daeng,13.7567,100.56078,3214,30,1,2022-11-06,66,1
Bang Khae,13.71536,100.4077,870,1,6,2022-12-21,323,6
Vadhana,13.73819,100.56369,1471,2,10,2022-12-19,124,10
Parthum Wan,13.74752,100.52276,1299,1,1,2022-11-24,352,1
Khlong Toei,13.739740418118137,100.5518468068552,1393,1,10,2022-12-23,311,10
Lak Si,13.86176,100.57113,4046,1,1,2022-11-17,308,1
Parthum Wan,13.74561,100.52409,744,1,2,2022-12-04,352,2
Parthum Wan,13.74587,100.52452,1885,1,0,,351,0
Khlong Toei,13.7272,100.56017,4196,1,11,2022-12-19,142,11
Yan na wa,13.7014,100.53974,6886,1,0,,365,0
Ratchathewi,13.752920920489602,100.5389317284668,1257,1,0,,177,0
Bang Kapi,13.759,100.61512,600,1,3,2022-12-12,364,3
Yan na wa,13.7002,100.5375,3536,1,0,,361,0
Ratchathewi,13.751158041147049,100.529242087558,1150,2,0,,363,0
Khlong Toei,13.74085,100.55108,2594,1,5,2022-11-26,218,5
Ratchathewi,13.75188,100.52524,3690,1,2,2022-12-05,347,2
Khlong Toei,13.7266,100.56443,3018,1,1,2022-12-28,151,1
Bangkok Noi,13.75415,100.4673,800,3,3,2022-12-13,82,3
Bang Na,13.67648,100.6352,1215,1,8,2022-12-14,171,8
Khlong Toei,13.72246,100.57434,1581,7,2,2022-11-01,241,2
Sathon,13.71176,100.51928,1500,1,2,2022-12-08,360,2
Khlong Toei,13.73449,100.55881,1296,3,5,2022-12-24,323,5
Sathon,13.70804,100.53634,1010,1,0,,365,0
Ratchathewi,13.75306,100.56256,1327,7,5,2022-12-09,85,5
Bangkok Noi,13.7563949,100.4719473,503,1,6,2022-12-13,342,6
Ratchathewi,13.75528,100.56264,1327,7,1,2022-12-05,175,1
Khlong Toei,13.733090400871198,100.56367369803228,5128,1,1,2022-12-19,353,1
Khlong San,13.70981,100.50044,1629,30,1,2022-11-30,294,1
Din Daeng,13.75533,100.56437,1327,7,1,2022-10-18,359,1
Ratchathewi,13.75302,100.56296,1327,7,0,,85,0
Ratchathewi,13.7541882,100.5632693,1307,7,2,2022-11-19,343,2
Thon buri,13.71489,100.47744,1200,14,2,2022-12-16,302,2
Ratchathewi,13.75493,100.56273,1514,7,1,2022-10-11,335,1
Ratchathewi,13.75391,100.56239,1327,7,0,,359,0
Ratchathewi,13.75315,100.5644,1327,3,0,,85,0
Khlong Toei,13.71188,100.59346,1956,2,1,2022-12-15,263,1
Phasi Charoen,13.71628,100.45495,950,1,1,2022-11-23,353,1
Bang Na,13.6789,100.61273,630,3,2,2022-12-16,358,2
Khlong Toei,13.72257,100.56219,9361,1,0,,365,0
Khlong Toei,13.72235,100.56165,2214,1,0,,365,0
Khlong Toei,13.72265,100.56125,9000,1,0,,365,0
Huai Khwang,13.75625,100.5712,1483,1,2,2022-12-26,350,2
